Rank,Reg.No,GPA,Prov Field,Pref
104,E/15/346,3.15,Elect,1
105,E/15/139,3.1,Comp,1
106,E/15/385,3.1,Comp,1
107,E/15/254,3.1,Elect,1
108,E/15/301,3.1,Elect,1
109,E/15/113,3.1,Civil,1
110,E/15/402,3.1,Civil,1
111,E/15/163,3.1,Civil,1
112,E/15/074,3.1,Chem,1
113,E/15/225,3.1,Civil,1
114,E/15/151,3.1,Civil,1
115,E/15/076,3.1,Comp,1
116,E/15/382,3.1,Civil,1
117,E/15/171,3.1,Comp,1
118,E/15/134,3.1,Civil,1
119,E/15/135,3.1,Civil,1
120,E/15/126,3.05,Elect,1
121,E/15/187,3.05,Comp,1
122,E/15/067,3.05,Civil,1
123,E/15/332,3.05,Elect,1
124,E/15/156,3.05,Chem,1
125,E/15/306,3.05,Elect,1
126,E/15/034,3.05,Elect,1
127,E/15/324,3.05,Elect,1
128,E/15/311,3.05,Elect,1
129,E/15/089,3.05,Elect,1
130,E/15/016,3.05,Comp,1
131,E/15/181,3.05,Mech,1
132,E/15/077,3.05,Comp,1
133,E/15/221,3.05,Elect,1
134,E/15/351,3.05,Comp,1
135,E/15/399,3.05,Elect,1
136,E/15/056,3.05,Elect,1
137,E/15/396,3.05,Elect,1
138,E/15/172,3,Prod,1
139,E/15/249,3,Comp,1
140,E/15/168,3,Civil,1
141,E/15/318,3,Elect,1
142,E/15/400,3,Elect,1
143,E/15/203,3,Elect,1
144,E/15/369,3,Mech,1
145,E/15/347,3,Comp,1
146,E/15/357,3,Civil,1
147,E/15/123,3,Comp,1
148,E/15/036,2.95,Elect,1
149,E/15/271,2.95,Comp,1
150,E/15/232,2.95,Civil,1
151,E/15/309,2.95,Elect,1
152,E/15/142,2.95,Comp,1
153,E/15/299,2.95,Comp,1
154,E/15/127,2.95,Elect,1
155,E/15/370,2.95,Civil,1
156,E/15/291,2.95,Civil,1
157,E/15/136,2.95,Comp,1
158,E/15/261,2.95,Comp,1
159,E/15/021,2.95,Comp,1
160,E/15/270,2.95,Prod,1
161,E/15/340,2.95,Chem,1
162,E/15/274,2.95,Elect,1
163,E/15/267,2.95,Elect,1
164,E/15/392,2.95,Civil,1
165,E/15/006,2.95,Civil,1
166,E/15/048,2.95,Comp,1
167,E/15/348,2.95,Comp,1
168,E/15/064,2.95,Civil,1
169,E/15/373,2.95,Comp,1
170,E/15/307,2.95,Comp,1
171,E/15/195,2.95,Elect,1
172,E/15/211,2.95,Comp,1
173,E/15/298,2.95,Civil,1
174,E/15/005,2.9,Elect,1
175,E/15/217,2.9,Elect,1
176,E/15/119,2.9,Comp,1
177,E/15/111,2.9,Elect,1
178,E/15/027,2.9,Mech,1
179,E/15/055,2.9,Civil,1
180,E/15/313,2.9,Elect,1
181,E/15/406,2.9,Civil,1
182,E/15/239,2.9,Chem,1
183,E/15/273,2.9,Civil,1
184,E/15/367,2.9,Civil,1
185,E/15/192,2.9,Elect,1
186,E/15/107,2.9,Civil,1
187,E/15/329,2.9,Elect,1
188,E/15/231,2.9,Elect,1
189,E/15/019,2.9,Elect,1
190,E/15/292,2.9,Comp,1
191,E/15/092,2.9,Comp,1
192,E/15/242,2.9,Civil,1
193,E/15/058,2.85,Elect,1
194,E/15/050,2.85,Elect,1
195,E/15/413,2.85,Civil,1
196,E/15/343,2.85,Elect,1
197,E/15/190,2.85,Civil,1
198,E/15/322,2.85,Civil,1
199,E/15/148,2.85,Elect,1
200,E/15/330,2.85,Comp,1
201,E/15/366,2.85,Comp,1
202,E/15/152,2.85,Civil,1
203,E/15/372,2.85,Prod,1
204,E/15/345,2.85,Comp,1
205,E/15/191,2.85,Elect,1
206,E/15/105,2.85,Civil,1
207,E/15/365,2.85,Civil,1
208,E/15/208,2.85,Comp,1
209,E/15/086,2.85,Elect,1
210,E/15/081,2.85,Comp,1
211,E/15/023,2.85,Comp,1
212,E/15/162,2.85,Prod,1
213,E/15/059,2.8,Comp,1
214,E/15/043,2.8,Comp,1
215,E/15/169,2.8,Civil,1
216,E/15/213,2.8,Civil,1
217,E/15/243,2.8,Comp,1
218,E/15/070,2.8,Elect,1
219,E/15/009,2.8,Elect,1
220,E/15/326,2.8,Elect,1
221,E/15/251,2.8,Civil,1
222,E/15/014,2.8,Elect,1
223,E/15/279,2.8,Comp,1
224,E/15/207,2.8,Elect,1
225,E/15/215,2.8,Civil,1
226,E/15/128,2.8,Elect,1
227,E/15/029,2.8,Elect,1
228,E/15/276,2.8,Civil,1
229,E/15/044,2.8,Chem,1
230,E/15/248,2.8,Elect,1
231,E/15/227,2.8,Civil,1
232,E/15/381,2.75,Elect,1
233,E/15/234,2.75,Elect,1
234,E/15/412,2.75,Elect,1
235,E/15/323,2.75,Elect,1
236,E/15/010,2.75,Comp,1
237,E/15/114,2.75,Elect,1
238,E/15/342,2.75,Elect,1
239,E/15/384,2.75,Civil,1
240,E/15/325,2.75,Comp,1
241,E/15/218,2.75,Civil,1
242,E/15/205,2.75,Elect,2
243,E/15/339,2.75,Chem,3
244,E/15/380,2.75,Civil,1
245,E/15/038,2.75,Civil,2
246,E/15/414,2.75,Civil,1
247,E/15/178,2.75,Mech,1
248,E/15/315,2.75,Mech,3
249,E/15/002,2.75,Civil,1
250,E/15/106,2.75,Mech,3
251,E/15/017,2.75,Civil,1
252,E/15/071,2.75,Mech,1
253,E/15/100,2.75,Mech,2
254,E/15/012,2.75,Civil,1
255,E/15/153,2.7,Civil,1
256,E/15/159,2.7,Civil,1
257,E/15/094,2.7,Mech,3
258,E/15/060,2.7,Civil,1
259,E/15/109,2.7,Mech,2
260,E/15/361,2.7,Chem,3
261,E/15/235,2.7,Mech,1
262,E/15/219,2.7,Civil,2
263,E/15/278,2.7,Mech,3
264,E/15/118,2.7,Civil,1
265,E/15/039,2.7,Civil,2
266,E/15/096,2.7,Civil,1
267,E/15/200,2.7,Civil,1
268,E/15/398,2.7,Civil,2
269,E/15/237,2.7,Chem,2
270,E/15/300,2.7,Civil,2
271,E/15/141,2.7,Civil,2
272,E/15/022,2.7,Mech,1
273,E/15/037,2.65,Civil,2
274,E/15/125,2.65,Mech,3
275,E/15/295,2.65,Civil,1
276,E/15/260,2.65,Mech,1
277,E/15/008,2.65,Civil,3
278,E/15/132,2.65,Civil,2
279,E/15/405,2.65,Civil,1
280,E/15/283,2.65,Civil,3
281,E/15/073,2.65,Mech,1
282,E/15/117,2.65,Civil,1
283,E/15/062,2.65,Civil,1
284,E/15/303,2.65,Chem,1
285,E/15/047,2.65,Civil,1
286,E/15/031,2.65,Civil,1
287,E/15/289,2.65,Civil,1
288,E/15/320,2.65,Civil,1
289,E/15/312,2.6,Civil,1
290,E/15/409,2.6,Civil,1
291,E/15/256,2.6,Civil,1
292,E/15/129,2.6,Mech,2
293,E/15/080,2.6,Chem,1
294,E/15/032,2.6,Civil,2
295,E/15/082,2.6,Civil,2
296,E/15/108,2.6,Chem,1
297,E/15/290,2.6,Civil,1
298,E/15/297,2.6,Mech,1
299,E/15/170,2.6,Civil,1
300,E/15/078,2.55,Civil,1
301,E/15/378,2.55,Civil,1
302,E/15/337,2.55,Civil,1
303,E/15/013,2.55,Civil,1
304,E/15/098,2.55,Civil,1
305,E/15/282,2.55,Civil,1
306,E/15/045,2.55,Civil,2
307,E/15/147,2.55,Mech,3
308,E/15/314,2.55,Mech,1
309,E/15/204,2.55,Civil,1
310,E/15/196,2.55,Civil,1
311,E/15/049,2.55,Civil,1
312,E/15/397,2.55,Civil,1
313,E/15/206,2.55,Civil,1
314,E/15/272,2.55,Civil,1
315,E/15/341,2.55,Civil,1
316,E/15/226,2.55,Civil,1
317,E/15/358,2.55,Mech,3
318,E/15/376,2.55,Civil,1
319,E/15/241,2.5,Mech,3
320,E/15/364,2.5,Chem,1
321,E/15/250,2.5,Civil,2
322,E/15/004,2.5,Civil,3
323,E/15/102,2.5,Civil,1
324,E/15/057,2.5,Civil,2
325,E/15/103,2.5,Civil,1
326,E/15/053,2.5,Civil,2
327,E/15/122,2.5,Chem,1
328,E/15/353,2.5,Civil,1
329,E/15/088,2.5,Civil,1
330,E/15/166,2.5,Civil,1
331,E/15/302,2.5,Civil,1
332,E/15/374,2.5,Civil,1
333,E/15/061,2.5,Prod,3
334,E/15/095,2.5,Mech,1
335,E/15/245,2.5,Civil,1
336,E/15/386,2.5,Civil,1
337,E/15/317,2.5,Prod,1
338,E/15/003,2.45,Chem,1
339,E/15/401,2.45,Chem,1
340,E/15/331,2.45,Civil,3
341,E/15/328,2.45,Chem,1
342,E/15/011,2.45,Chem,1
343,E/15/145,2.45,Civil,3
344,E/15/091,2.45,Civil,1
345,E/15/194,2.45,Mech,1
346,E/15/321,2.45,Civil,1
347,E/15/212,2.45,Prod,2
348,E/15/411,2.45,Civil,1
349,E/15/175,2.45,Civil,1
350,E/15/408,2.45,Civil,1
351,E/15/333,2.45,Civil,1
352,E/15/327,2.4,Civil,1
353,E/15/042,2.4,Civil,1
354,E/15/344,2.4,Civil,1
355,E/15/165,2.4,Civil,3
356,E/15/355,2.4,Civil,3
357,E/15/093,2.4,Civil,1
358,E/15/253,2.4,Civil,1
359,E/15/144,2.4,Civil,1
360,E/15/130,2.4,Prod,1
361,E/15/255,2.4,Civil,2
362,E/15/167,2.4,Civil,1
363,E/15/354,2.4,Prod,1
364,E/15/252,2.4,Civil,1
365,E/15/020,2.4,Chem,1
366,E/15/046,2.4,Civil,2
367,E/15/001,2.4,Civil,1
368,E/15/236,2.4,Civil,1
369,E/15/176,2.4,Civil,3
370,E/15/026,2.35,Civil,1
371,E/15/052,2.35,Mech,2
372,E/15/155,2.35,Civil,1
373,E/15/143,2.35,Civil,1
374,E/15/199,2.35,Civil,1
375,E/13/087,2.35,Mech,2
376,E/15/281,2.35,Mech,2
377,E/15/334,2.3,Mech,1
378,E/15/072,2.3,Mech,3
379,E/15/030,2.3,Civil,3
380,E/15/066,2.3,Prod,2
381,E/15/040,2.3,Mech,3
382,E/15/394,2.3,Prod,1
383,E/15/410,2.25,Prod,2
384,E/15/310,2.25,Mech,3
385,E/15/164,2.25,Prod,4
386,E/15/097,2.25,Prod,3
387,E/15/210,2.2,Prod,1
388,E/14/260,2.2,Prod,1
389,E/15/201,2.15,Chem,2
390,E/15/375,2.15,Prod,2
391,E/15/258,2.15,Mech,3
392,E/15/177,2.15,Prod,2
393,E/15/415,2.15,Chem,1
394,E/15/018,2.15,Mech,2
395,E/15/395,2.1,Prod,1
396,E/15/389,2.1,Mech,2
397,E/15/193,2.1,Prod,4
398,E/15/293,2.1,Chem,1
399,E/15/068,2.1,Prod,2
400,E/15/319,2.05,Prod,1
401,E/15/079,2.05,Prod,3
402,E/15/308,2.05,Chem,1
403,E/15/133,2.05,Prod,3
404,E/15/379,1.95,Prod,2
405,E/15/007,1.95,Prod,1
